examine,id,members,lowalch,limit,value,highalch,icon,name
Onyx tipped Runite crossbow bolts.,9342,true,5453,11000,13633,8179,Onyx bolts 5.png,Onyx bolts
Enchanted Onyx tipped Runite Crossbow Bolts.,9245,true,6000,11000,15000,9000,Onyx bolts (e) 5.png,Onyx bolts (e)
"Yep, this is most definitely valuable!",11130,true,80400,10000,201000,120600,Onyx bracelet.png,Onyx bracelet
"Dragon crossbow bolts, tipped with onyx.",21973,true,5560,11000,13900,8340,Onyx dragon bolts 5.png,Onyx dragon bolts
"Enchanted Dragon crossbow bolts, tipped with onyx.",21950,true,6320,11000,15800,9480,Onyx dragon bolts (e) 5.png,Onyx dragon bolts (e)
I wonder if this is valuable.,6577,true,80400,10000,201000,120600,Onyx necklace.png,Onyx necklace
A valuable ring.,6575,true,80400,10000,201000,120600,Onyx ring.png,Onyx ring
A semi precious stone.,1609,true,40,13000,100,60,Opal.png,Opal
I wonder if I can get this enchanted.,21108,true,360,10000,900,540,Opal amulet.png,Opal amulet
It needs a string so I can wear it.,21099,true,360,10000,900,540,Opal amulet (u).png,Opal amulet (u)
Opal bolt tips.,45,true,2,11000,7,4,Opal bolt tips 5.png,Opal bolt tips
Opal tipped Bronze crossbow bolts.,879,true,2,11000,7,4,Opal bolts 5.png,Opal bolts
Enchanted Opal tipped Bronze Crossbow Bolts.,9236,true,2,11000,7,4,Opal bolts (e) 5.png,Opal bolts (e)
I wonder if this is valuable.,21117,true,460,10000,1150,690,Opal bracelet.png,Opal bracelet
"Dragon crossbow bolts, tipped with opal.",21955,true,220,11000,550,330,Opal dragon bolts 5.png,Opal dragon bolts
"Enchanted Dragon crossbow bolts, tipped with opal.",21932,true,232,11000,580,348,Opal dragon bolts (e) 5.png,Opal dragon bolts (e)
A jungle specific slashing device.,6313,true,200,15,500,300,Opal machete.png,Opal machete
I wonder if this is valuable.,21090,true,420,10000,1050,630,Opal necklace.png,Opal necklace
A valuable ring.,21081,true,420,10000,1050,630,Opal ring.png,Opal ring
How does it all fit in there?,8560,true,4,500,10,6,Opulent table (flatpack).png,Opulent table (flatpack)
A fresh orange.,2108,true,1,13000,2,1,Orange.png,Orange
Stylish!,7321,true,90,4,225,135,Orange boater.png,Orange boater
A thick orange cape.,1031,false,12,150,32,19,Orange cape.png,Orange cape
Fresh chunks of orange.,2110,true,1,13000,2,1,Orange chunks.png,Orange chunks
A little bottle of orange dye.,1769,false,2,150,5,3,Orange dye.png,Orange dye
A fairly plain feather.,10091,true,6,8000,15,9,Orange feather.png,Orange feather
A posy of flowers.,2470,true,40,150,100,60,Orange flowers.png,Orange flowers
Slightly slimy but kind of cute.,10146,true,40,125,100,60,Orange salamander.png,Orange salamander
This sapling is ready to be replanted in a fruit tree patch.,5498,true,1,200,1,1,Orange sapling.png,Orange sapling
Fresh orange slices.,2112,true,1,13000,2,1,Orange slices.png,Orange slices
Plant in a plantpot of soil to grow a sapling.,5285,true,12,200,31,18,Orange tree seed 5.png,Orange tree seed
A fruit basket filled with oranges.,5396,true,1,600,1,1,Oranges(5).png,Oranges(5)
This handle can be applied to the granite maul.,24229,true,1,50,1,1,Ornate maul handle.png,Ornate maul handle
Osman's trade report for Ali Morrisane.,26602,false,1,0,1,1,Osman's report.png,Osman's report
A deadly sword created long ago.,26219,true,1,,1,1,Osmumten's fang.png,Osmumten's fang
A teleport to the Ourania cave.,24951,true,1,10000,1,1,Ourania teleport (tablet).png,Ourania teleport (tablet)
Ancient ogre bones from the ogre burial tomb.,4834,true,1,7500,1,1,Ourg bones.png,Ourg bones
Maybe there are pearls inside?,407,true,80,11000,200,120,Oyster.png,Oyster
I could work wonders with a chisel on this pearl.,411,true,44,11000,112,67,Oyster pearl.png,Oyster pearl
I could work wonders with a chisel on these pearls.,413,true,560,11000,1400,840,Oyster pearls.png,Oyster pearls
A teleport to Paddewwa.,12781,true,1,10000,1,1,Paddewwa teleport (tablet).png,Paddewwa teleport (tablet)
This sapling is ready to be replanted in a fruit tree patch.,5502,true,1,200,1,1,Palm sapling.png,Palm sapling
Plant in a plantpot of soil to grow a sapling.,5289,true,101,200,254,152,Palm tree seed 5.png,Palm tree seed
"Alas, someone has slashed my pantaloons.",10396,true,800,4,2000,1200,Pantaloons.png,Pantaloons
Looks delicious.,5972,true,25,11000,64,38,Papaya fruit.png,Papaya fruit
This sapling is ready to be replanted in a fruit tree patch.,5501,true,1,200,1,1,Papaya sapling.png,Papaya sapling
Plant in a plantpot of soil to grow a sapling.,5288,true,46,200,115,69,Papaya tree seed 5.png,Papaya tree seed
Used for making notes.,970,true,4,13000,10,6,Papyrus.png,Papyrus
I have the sudden urge to rob the bank...,12399,true,720,4,1800,1080,Partyhat & specs.png,Partyhat & specs
"A set containing red, yellow, blue, purple, green and white partyhats.",13173,false,4,5,10,6,Partyhat set.png,Partyhat set
Potentially pastry.,1953,false,1,13000,1,1,Pastry dough.png,Pastry dough
A pat of freshly churned butter.,6697,true,1,11000,4,2,Pat of butter.png,Pat of butter
"Life and death, old and new, day and night. Balance is the key to all.",20226,true,32,5,80,48,Peaceful blessing.png,Peaceful blessing
Pearl bolt tips.,46,true,4,11000,12,7,Pearl bolt tips 5.png,Pearl bolt tips
Pearl tipped Iron crossbow bolts.,880,true,5,11000,13,7,Pearl bolts 5.png,Pearl bolts
Enchanted Pearl tipped Iron Crossbow Bolts.,9238,true,6,11000,15,9,Pearl bolts (e) 5.png,Pearl bolts (e)
"Dragon crossbow bolts, tipped with pearl.",21959,true,260,11000,650,390,Pearl dragon bolts 5.png,Pearl dragon bolts
"Enchanted Dragon crossbow bolts, tipped with pearl.",21936,true,272,11000,680,408,Pearl dragon bolts (e) 5.png,Pearl dragon bolts (e)
A pair of upgraded ranger boots.,13237,true,30000,15,75000,45000,Pegasian boots.png,Pegasian boots
A powerful crystal of flight.,13229,true,18000,15,45000,27000,Pegasian crystal.png,Pegasian crystal
Thankfully this doesn't reset every week.,12428,true,480,4,1200,720,Penguin mask.png,Penguin mask
Teleports you to Pest control.,12407,true,4,10000,10,6,Pest control teleport.png,Pest control teleport
I can grind things for potions in this.,233,true,1,40,4,2,Pestle and mortar.png,Pestle and mortar
This sceptre has no remaining charges.,26945,true,1,,1,1,Pharaoh's sceptre (uncharged).png,Pharaoh's sceptre (uncharged)
"In case of emergency, wear necklace.",11090,true,1620,10000,4050,2430,Phoenix necklace.png,Phoenix necklace
The remains of a deadly shade.,3398,true,1,7500,1,1,Phrin remains.png,Phrin remains
Deceptively pie shaped.,2313,false,1,500,3,1,Pie dish.png,Pie dish
Lots of pie recipes for me to try.,7162,true,2,15,5,3,Pie recipe book.png,Pie recipe book
I need to find a filling for this pie.,2315,false,1,13000,4,2,Pie shell.png,Pie shell
Some nicely cooked pike.,351,false,8,6000,20,12,Pike.png,Pike
A little heap of salt.,4689,true,8,15,20,12,Pile of salt.png,Pile of salt
It can be cut up into something more manageable with a knife.,2114,true,1,13000,2,1,Pineapple.png,Pineapple
Fresh chunks of pineapple.,2116,true,1,13000,1,1,Pineapple chunks.png,Pineapple chunks
A tropicana pizza.,2301,true,40,10000,100,60,Pineapple pizza.png,Pineapple pizza
A fresh healthy fruit mix.,2048,true,12,2000,30,18,Pineapple punch.png,Pineapple punch
Exotic fruit.,2118,true,1,13000,1,1,Pineapple ring.png,Pineapple ring
This sapling is ready to be replanted in a fruit tree patch.,5500,true,1,200,1,1,Pineapple sapling.png,Pineapple sapling
Plant in a plantpot of soil to grow a sapling.,5287,true,29,200,74,44,Pineapple seed 5.png,Pineapple seed
Stylish!,12309,true,90,4,225,135,Pink boater.png,Pink boater
"They're soft, silky and pink.",626,true,80,150,200,120,Pink boots.png,Pink boots
It's a bit pink.,6959,true,1,150,1,1,Pink cape.png,Pink cape
A well made elegant ladies' pink blouse.,12339,true,800,4,2000,1200,Pink elegant blouse.png,Pink elegant blouse
A rather elegant pair of men's pink pantaloons.,12317,true,800,4,2000,1200,Pink elegant legs.png,Pink elegant legs
A well made elegant men's pink shirt.,12315,true,800,4,2000,1200,Pink elegant shirt.png,Pink elegant shirt
A rather elegant pink skirt.,12341,true,800,4,2000,1200,Pink elegant skirt.png,Pink elegant skirt
A silly pink pointed hat.,656,true,64,150,160,96,Pink hat.png,Pink hat
A minimalist's hat.,12305,true,16,4,40,24,Pink headband.png,Pink headband
Made by Tree Gnomes with a thing for pink.,646,true,72,150,180,108,Pink robe bottoms.png,Pink robe bottoms
"The ultimate in gnome design, now in pink!",636,true,72,150,180,108,Pink robe top.png,Pink robe top
A ladies skirt.,1013,false,1,150,2,1,Pink skirt.png,Pink skirt
Essential pirate wear.,7130,true,40,150,100,60,Pirate bandana (blue).png,Pirate bandana (blue)
Essential pirate wear.,7136,true,40,150,100,60,Pirate bandana (brown).png,Pirate bandana (brown)
Essential pirate wear.,7124,true,40,150,100,60,Pirate bandana (red).png,Pirate bandana (red)
Essential pirate wear.,7112,true,40,150,100,60,Pirate bandana (white).png,Pirate bandana (white)
Not for land lubbers.,7114,true,140,150,350,210,Pirate boots.png,Pirate boots
All I need now is a parrot.,12412,true,1200,150,3000,1800,Pirate hat & patch.png,Pirate hat & patch
A sea worthy pair of trousers.,7116,true,140,150,350,210,Pirate leggings (beige).png,Pirate leggings (beige)
A sea worthy pair of trousers.,7132,true,140,150,350,210,Pirate leggings (blue).png,Pirate leggings (blue)
A sea worthy pair of trousers.,7138,true,140,150,350,210,Pirate leggings (brown).png,Pirate leggings (brown)
A sea worthy pair of trousers.,7126,true,140,150,350,210,Pirate leggings (red).png,Pirate leggings (red)
Shiver me timbers!,2651,true,72,4,180,108,Pirate's hat.png,Pirate's hat
You should see the shark...,2997,true,35,4,89,53,Pirate's hook.png,Pirate's hook
A stained glass banner displaying the sigil of house Piscarilius.,20260,true,28,4,70,42,Piscarilius banner.png,Piscarilius banner
A rare hood from Piscarilius.,20122,true,1,4,1,1,Piscarilius hood.png,Piscarilius hood
A blue scarf adorned with a sea shell.,19952,true,4000,4,10000,6000,Piscarilius scarf.png,Piscarilius scarf
Teleports you to Piscatoris.,12408,true,4,10000,10,6,Piscatoris teleport.png,Piscatoris teleport
Official explorer headgear!,12516,true,344,4,860,516,Pith helmet.png,Pith helmet
Nicely baked pitta bread. Needs more ingredients to make a kebab.,1865,true,4,11000,10,6,Pitta bread.png,Pitta bread
I need to add some tomato next.,2283,false,1,11000,4,2,Pizza base.png,Pizza base
A cheese and tomato pizza.,2289,false,16,10000,40,24,Plain pizza.png,Plain pizza
A plank of wood!,960,false,1,13000,1,1,Plank.png,Plank
Use this on plants to cure disease.,6036,true,16,2000,40,24,Plant cure.png,Plant cure
This stuff looks nasty.,273,false,1,15,1,1,Poison (item).png,Poison (item)
A cup of a strange brew...,197,true,8,2000,20,12,Poison chalice.png,Poison chalice
"They look sweet and juicy, but only a fool would eat them.",6018,true,26,11000,65,39,Poison ivy berries.png,Poison ivy berries
A poison ivy bush seed - plant in a bush patch.,5106,true,66,200,166,99,Poison ivy seed 5.png,Poison ivy seed
These should make me harder to spot in polar areas.,10067,true,8,150,20,12,Polar camo legs.png,Polar camo legs
This should make me harder to spot in polar areas.,10065,true,8,150,20,12,Polar camo top.png,Polar camo top
A thick fur for a cold climate.,10117,true,4,100,10,6,Polar kebbit fur.png,Polar kebbit fur
Shiny!,10496,true,1,15,1,1,Polished buttons.png,Polished buttons
This pot is empty.,1931,false,1,13000,1,1,Pot.png,Pot
This should fit on a normal-sized pot.,4440,true,6,15,15,9,Pot lid.png,Pot lid
It's cornflour in a pot.,7468,true,4,15,10,6,Pot of cornflour.png,Pot of cornflour
Fresh cream.,2130,true,1,13000,2,1,Pot of cream.png,Pot of cream
There is flour in this pot.,1933,false,4,13000,10,6,Pot of flour.png,Pot of flour
This could be used to make a good stew.,1942,false,1,13000,1,1,Potato.png,Potato
How am I supposed to eat that?!,3138,true,1,11000,1,1,Potato cactus.png,Potato cactus
A Potato cactus seed - plant in a cactus patch.,22873,true,56,200,140,84,Potato cactus seed 5.png,Potato cactus seed
A potato seed - plant in an allotment.,5318,true,1,600,2,1,Potato seed 5.png,Potato seed
A baked potato with butter.,6703,true,3,13000,8,4,Potato with butter.png,Potato with butter
A baked potato with butter and cheese.,6705,true,3,13000,8,4,Potato with cheese.png,Potato with cheese
There are 10 potatoes in this sack.,5438,true,1,600,1,1,Potatoes(10).png,Potatoes(10)
Little ornament in the shape of a scarab.,9032,true,4,13000,10,6,Pottery scarab.png,Pottery scarab
A small statuette.,9036,true,4,13000,10,6,Pottery statuette.png,Pottery statuette
One dose of fishy Prayer potion.,11467,true,30,2000,76,45,Prayer mix(1).png,Prayer mix(1)
Two doses of fishy Prayer potion.,11465,true,45,2000,114,68,Prayer mix(2).png,Prayer mix(2)
1 dose of Prayer restore potion.,143,true,30,2000,76,45,Prayer potion(1).png,Prayer potion(1)
2 doses of Prayer restore potion.,141,true,45,2000,114,68,Prayer potion(2).png,Prayer potion(2)
3 doses of Prayer restore potion.,139,true,60,2000,152,91,Prayer potion(3).png,Prayer potion(3)
4 doses of Prayer restore  potion.,2434,true,76,2000,190,114,Prayer potion(4).png,Prayer potion(4)
A premade Blurberry Special,2028,true,12,2000,30,18,Premade blurb' sp..png,Premade blurb' sp.
A Premade Cheese and Tomato Batta.,2223,true,48,6000,120,72,Premade c+t batta.png,Premade c+t batta
Some Premade chocchip crunchies.,2239,true,34,6000,85,51,Premade ch' crunch.png,Premade ch' crunch
A premade Chocolate Bomb.,2229,true,64,6000,160,96,Premade choc bomb.png,Premade choc bomb
A premade Chocolate Saturday.,2030,true,12,2000,30,18,Premade choc s'dy.png,Premade choc s'dy
A premade Drunk Dragon.,2032,true,12,2000,30,18,Premade dr' dragon.png,Premade dr' dragon
A premade Fruit Blast.,2034,true,12,2000,30,18,Premade fr' blast.png,Premade fr' blast
A premade Fruit Batta.,2225,true,48,6000,120,72,Premade fr't batta.png,Premade fr't batta
A premade Pineapple punch.,2036,true,12,2000,30,18,Premade p' punch.png,Premade p' punch
Some premade Spicy Crunchies.,2241,true,34,6000,85,51,Premade s'y crunch.png,Premade s'y crunch
A premade Short Green Guy.,2038,true,12,2000,30,18,Premade sgg.png,Premade sgg
A Premade Toad Batta.,2221,true,48,6000,120,72,Premade t'd batta.png,Premade t'd batta
Some premade Toad Crunchies.,2243,true,34,6000,85,51,Premade t'd crunch.png,Premade t'd crunch
A premade Tangled Toads Legs.,2231,true,64,6000,160,96,Premade ttl.png,Premade ttl
A premade Vegetable Ball.,2235,true,60,6000,150,90,Premade veg ball.png,Premade veg ball
A Premade Vegetable Batta.,2227,true,48,6000,120,72,Premade veg batta.png,Premade veg batta
A premade Worm Batta.,2219,true,48,6000,120,72,Premade w'm batta.png,Premade w'm batta
Some Premade Worm Crunchies.,2237,true,34,6000,85,51,Premade w'm crun'.png,Premade w'm crun'
A Premade Wizard Blizzard.,2040,true,12,2000,30,18,Premade wiz blz'd.png,Premade wiz blz'd
A premade Worm Hole.,2233,true,60,6000,150,90,Premade worm hole.png,Premade worm hole
Bottom half of a priest suit.,428,false,2,150,5,3,Priest gown (bottom).png,Priest gown (bottom)
Top half of a priest suit.,426,false,2,150,5,3,Priest gown (top).png,Priest gown (top)
A pair of upgraded dragon boots.,13239,true,30000,15,75000,45000,Primordial boots.png,Primordial boots
A powerful crystal of strength.,13231,true,18000,15,45000,27000,Primordial crystal.png,Primordial crystal
"A giant mosquito's proboscis, aerodynamic and sharp!",6319,true,2,100,5,3,Proboscis 1000.png,Proboscis
A Proselyte Temple Knight's leg armour.,9676,true,4000,70,10000,6000,Proselyte cuisse.png,Proselyte cuisse
Proselyte level armour pack.,9670,true,10000,70,25000,15000,Proselyte harness f.png,Proselyte harness f
Proselyte level armour pack.,9666,true,10000,70,25000,15000,Proselyte harness m.png,Proselyte harness m
A Proselyte Temple Knight's armour.,9674,true,4800,70,12000,7200,Proselyte hauberk.png,Proselyte hauberk
A Proselyte Temple Knight's helm.,9672,true,3200,70,8000,4800,Proselyte sallet.png,Proselyte sallet
A Proselyte Temple Knight's leg armour.,9678,true,4000,70,10000,6000,Proselyte tasset.png,Proselyte tasset
Happy Halloween.,1959,false,12,50,30,18,Pumpkin.png,Pumpkin
An unimbued rune of extra capability.,7936,false,1,30000,4,2,Pure essence.png,Pure essence
Stylish!,12311,true,90,4,225,135,Purple boater.png,Purple boater
Very stylish!,2934,true,200,150,500,300,Purple boots.png,Purple boots
A thick purple cape.,1029,false,12,150,32,19,Purple cape.png,Purple cape
A little bottle of purple dye.,1773,false,2,150,5,3,Purple dye.png,Purple dye
A well made elegant ladies' purple blouse.,10436,true,800,4,2000,1200,Purple elegant blouse.png,Purple elegant blouse
A rather elegant pair of men's purple pantaloons.,10418,true,800,4,2000,1200,Purple elegant legs.png,Purple elegant legs
A well made elegant men's purple shirt.,10416,true,800,4,2000,1200,Purple elegant shirt.png,Purple elegant shirt
A rather elegant purple skirt.,10438,true,800,4,2000,1200,Purple elegant skirt.png,Purple elegant skirt
Makes firelighting a lot easier.,10326,true,6,250,15,9,Purple firelighter.png,Purple firelighter
A posy of flowers.,2468,true,40,150,100,60,Purple flowers.png,Purple flowers
These will keep my hands warm!,2942,false,200,150,500,300,Purple gloves.png,Purple gloves
